X1,variable,Division_Name,District_Name,District_Code,value,Column,Indicator_v2,Description,Source,Unit
196,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Peshawar,Charsadda,PK205,0.034681687,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
197,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Malakand,Chitral,PK206,0.574635295,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
198,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Dera Ismail Khan,Dera Ismail Khan,PK207,0.279860823,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
199,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Bannu,FR Bannu,PK239,0.061428795,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
200,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Dera Ismail Khan,FR Dera Ismail Khan,PK240,0.242796987,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
201,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Kohat,FR Kohat,PK241,-0.043864759,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
202,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Bannu,FR Lakki Marwat,PK242,0.048870604,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
203,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Peshawar,FR Peshawar,PK243,-0.001880586,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
204,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Dera Ismail Khan,FR Tank,PK244,-0.096462401,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
205,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Kohat,Hangu,PK208,0.12026184,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
206,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Hazara,Haripur,PK209,0.106421727,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
207,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Kohat,Karak,PK210,0.08954339,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
208,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",F.A.T.A.,Khyber,PK233,0.110216261,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
209,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Kohat,Kohat,PK211,0.050070629,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
210,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Hazara,Kohistan,PK212,0.246827338,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
211,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",F.A.T.A.,Kurram,PK234,0.113370552,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
212,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Bannu,Lakki Marwat,PK213,0.130002877,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
213,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",F.A.T.A.,Lower Dir,PK214,0.072138407,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
214,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Malakand,Malakand PA,PK215,0.047030949,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
215,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Hazara,Mansehra,PK216,0.13148154,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
216,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Mardan,Mardan,PK217,0.061241617,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
217,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",F.A.T.A.,Mohmand,PK235,0.325591969,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
218,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",F.A.T.A.,North Waziristan,PK236,0.008900072,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
219,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Peshawar,Nowshera,PK218,0.032513713,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
220,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",F.A.T.A.,Orakzai,PK237,0.115633584,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
221,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Peshawar,Peshawar,PK219,0.044997873,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
222,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Malakand,Shangla,PK220,0.358879619,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
223,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",F.A.T.A.,South Waziristan,PK238,0.155533025,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
224,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Mardan,Swabi,PK221,0.043959988,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
225,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Malakand,Swat,PK222,0.099963742,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
226,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Dera Ismail Khan,Tank,PK229,0.065315432,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
227,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Hazara,Tor Ghar,PK231,0.371466367,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
228,"Gender difference in travel time to primary school (Additional hours for girls, dry_educ_primary_gender_dif)",Malakand,Upper Dir,PK230,0.233523429,I,Additional travel time to primary school for girls (person-hours),"Difference in travel time between boys and girls to primary school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
229,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Hazara,Abbottabad,PK201,0.067180167,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
230,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",F.A.T.A.,Bajaur,PK232,0.22134445,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
231,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",F.A.T.A.,Bannu,PK202,0.056288595,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
232,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Hazara,Batagram,PK203,0.369837419,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
233,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Mardan,Buner,PK204,0.128899809,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
234,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Peshawar,Charsadda,PK205,0.028344572,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
235,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Malakand,Chitral,PK206,0.3919738,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
236,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Dera Ismail Khan,Dera Ismail Khan,PK207,0.168252493,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
237,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Bannu,FR Bannu,PK239,0.31271374,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
238,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Dera Ismail Khan,FR Dera Ismail Khan,PK240,0.353874282,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
239,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Kohat,FR Kohat,PK241,0.07433968,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
240,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Bannu,FR Lakki Marwat,PK242,0.323862879,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
241,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Peshawar,FR Peshawar,PK243,0.578171653,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
242,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Dera Ismail Khan,FR Tank,PK244,0.1519806,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
243,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Kohat,Hangu,PK208,0.146119173,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
244,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Hazara,Haripur,PK209,0.08616764,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
245,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Kohat,Karak,PK210,0.080641819,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
246,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",F.A.T.A.,Khyber,PK233,0.160323532,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
247,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Kohat,Kohat,PK211,0.048515366,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
248,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Hazara,Kohistan,PK212,0.769638152,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
249,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",F.A.T.A.,Kurram,PK234,0.208267389,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
250,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Bannu,Lakki Marwat,PK213,0.121729373,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
251,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",F.A.T.A.,Lower Dir,PK214,0.043733998,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
252,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Malakand,Malakand PA,PK215,0.031007402,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
253,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Hazara,Mansehra,PK216,0.09127434,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
254,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Mardan,Mardan,PK217,0.029158226,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
