X1,variable,Division_Name,District_Name,District_Code,Tehsil_Name,Tehsil_Code,value,Column,Indicator_v2,Description,Source,Unit
496,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Dera Ismail Khan,Dera Ismail Khan,PK207,Dera Ismail Khan,PK20703,0.121948799,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
497,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Malakand,Upper Dir,PK230,Dir,PK23002,0.160108426,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
498,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,Bannu,PK202,Domel,PK20201,0.017424601,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
499,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,North Waziristan,PK236,Dossali,PK23606,0.157967179,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
500,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Dera Ismail Khan,FR Dera Ismail Khan,PK240,Drazanda,PK24001,0.628744789,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
501,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Mardan,Buner,PK204,Gagra,PK20406,0.023339961,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
502,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,North Waziristan,PK236,Garyum,PK23602,0.413388696,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
503,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Hazara,Haripur,PK209,Ghazi,PK20901,0.086070848,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
504,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,North Waziristan,PK236,Ghulam Khan,PK23603,-0.027430443,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
505,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,Mohmand,PK235,Halimzai,PK23507,0.022822922,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
506,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Kohat,Hangu,PK208,Hangu,PK20802,0.048456535,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
507,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Hazara,Haripur,PK209,Haripur,PK20902,0.059613773,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
508,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Peshawar,FR Peshawar,PK243,Hassan Khel,PK24301,0.719828844,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
509,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,Orakzai,PK237,Ismailzai,PK23704,0.303579803,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
510,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,Khyber,PK233,Jamrud,PK23303,0.26666394,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
511,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Dera Ismail Khan,FR Tank,PK244,Jandola,PK24401,0.060386211,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
512,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Malakand,Swat,PK222,Kabal,PK22208,0.054084206,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
513,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Malakand,Swat,PK222,Kalam,PK22201,0.529992416,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
514,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Malakand,Upper Dir,PK230,Kalkot,PK23001,0.633793673,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
515,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Kohat,Karak,PK210,Karak,PK21003,0.009744093,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
516,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Mardan,Mardan,PK217,Katlang,PK21701,-0.022250622,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
517,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,Bajaur,PK232,Khar,PK23207,-0.003832362,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
518,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Malakand,Swat,PK222,Khwazakhela,PK22206,0.036180981,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
519,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Kohat,Kohat,PK211,Kohat,PK21102,0.009966533,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
520,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Dera Ismail Khan,Dera Ismail Khan,PK207,Kulachi,PK20702,0.172899577,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
521,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Kohat,Kohat,PK211,Lachi,PK21101,-0.013200512,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
522,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,South Waziristan,PK238,Ladha,PK23804,0.36333752,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
523,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Mardan,Swabi,PK221,Lahor,PK22102,0.048387637,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
524,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Bannu,Lakki Marwat,PK213,Lakki Marwat,PK21301,0.04108047,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
525,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,Khyber,PK233,Landi Kotal,PK23301,0.296022075,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
526,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,Kurram,PK234,Lower Kurram,PK23403,0.129952556,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
527,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,Orakzai,PK237,Lower Orakzai,PK23702,0.069324999,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
528,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,South Waziristan,PK238,Makin,PK23803,0.744408285,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
529,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,Bajaur,PK232,Mamund,PK23204,-0.040784986,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
530,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Hazara,Mansehra,PK216,Mansehra,PK21603,0.046295401,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
531,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Mardan,Mardan,PK217,Mardan,PK21703,0.017852684,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
532,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Malakand,Shangla,PK220,Martung,PK22001,0.51423535,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
533,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Malakand,Chitral,PK206,Mastuj,PK20601,0.036884609,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
534,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Malakand,Swat,PK222,Matta Khararai,PK22204,0.043684468,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
535,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Malakand,Swat,PK222,Matta Sebujni,PK22203,0.168705997,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
536,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,North Waziristan,PK236,Mir Ali,PK23609,0.039458605,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
537,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,North Waziristan,PK236,Miran Shah,PK23607,0.029929771,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
538,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,Bajaur,PK232,Nawagai,PK23205,0.21029141,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
539,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Peshawar,Nowshera,PK218,Nowshera,PK21802,-0.003685237,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
540,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Hazara,Mansehra,PK216,Oghi,PK21602,0.037607732,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
541,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Peshawar,Nowshera,PK218,Pabbi,PK21801,0.026445041,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
542,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Dera Ismail Khan,Dera Ismail Khan,PK207,Paharpur,PK20704,0.029034998,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
543,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Hazara,Kohistan,PK212,Palas,PK21203,0.755685942,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
544,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Hazara,Kohistan,PK212,Pattan,PK21202,1.18162032,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
545,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Peshawar,Peshawar,PK219,Peshawar,PK21901,0.010959019,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
546,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,Mohmand,PK235,Pindiali,PK23504,0.046184024,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
547,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Mardan,Buner,PK204,Pir Baba/ Gadaizi,PK20404,0.002999113,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
548,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,Mohmand,PK235,Prang Ghar,PK23503,-0.441160051,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
549,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Malakand,Shangla,PK220,Puran,PK22005,0.084454503,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
550,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,North Waziristan,PK236,Razmak,PK23605,-0.089249061,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
551,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,Mohmand,PK235,Safi,PK23505,0.189704769,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
552,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,Bajaur,PK232,Salarzai Tehsil,PK23203,-0.001164182,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
553,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Malakand,Malakand PA,PK215,Sam Ranizai,PK21502,-0.012630905,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
