X1,variable,Division_Name,District_Name,Tehsil_Name,value,Column,Source,Description,Unit
1622,Population_exposed_heatwaves,Malakand,Upper Dir,Dir,NA,W,"NASA 2021, MODIS/Terra Land Surface Temperature. Available at: https://lpdaac.usgs.gov/products/mod11a1v006/","Exposure variable based on frequency of heatwaves occurring annually, with areas exposed to two or more heatwaves per year between 2000 and 2021 withheld.",Number of inhabitants
1623,Population_exposed_heatwaves,Malakand,Upper Dir,Kalkot,NA,W,"NASA 2021, MODIS/Terra Land Surface Temperature. Available at: https://lpdaac.usgs.gov/products/mod11a1v006/","Exposure variable based on frequency of heatwaves occurring annually, with areas exposed to two or more heatwaves per year between 2000 and 2021 withheld.",Number of inhabitants
1624,Population_exposed_heatwaves,Malakand,Upper Dir,Wari,NA,W,"NASA 2021, MODIS/Terra Land Surface Temperature. Available at: https://lpdaac.usgs.gov/products/mod11a1v006/","Exposure variable based on frequency of heatwaves occurring annually, with areas exposed to two or more heatwaves per year between 2000 and 2021 withheld.",Number of inhabitants
1625,Population_exposed_landslides,Hazara,Abbottabad,Abbottabad,5197.661554,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1626,Population_exposed_landslides,F.A.T.A.,Bajaur,Bar Chamarkand,0,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1627,Population_exposed_landslides,F.A.T.A.,Bajaur,Barang,510.9270703,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1628,Population_exposed_landslides,F.A.T.A.,Bajaur,Khar,150.1757213,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1629,Population_exposed_landslides,F.A.T.A.,Bajaur,Mamund,13.95668101,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1630,Population_exposed_landslides,F.A.T.A.,Bajaur,Nawagai,82.4096024,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1631,Population_exposed_landslides,F.A.T.A.,Bajaur,Salarzai Tehsil,5.03249836,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1632,Population_exposed_landslides,F.A.T.A.,Bajaur,Utman Khel Tehsil,293.0315509,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1633,Population_exposed_landslides,F.A.T.A.,Bannu,Bannu,0,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1634,Population_exposed_landslides,F.A.T.A.,Bannu,Domel,0,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1635,Population_exposed_landslides,Hazara,Batagram,Alai,2183.165701,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1636,Population_exposed_landslides,Hazara,Batagram,Batagram,2586.224083,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1637,Population_exposed_landslides,Mardan,Buner,Chagharzai,0,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1638,Population_exposed_landslides,Mardan,Buner,Chamla,292.6701247,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1639,Population_exposed_landslides,Mardan,Buner,Daggar,297.7632871,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1640,Population_exposed_landslides,Mardan,Buner,Gagra,157.3173742,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1641,Population_exposed_landslides,Mardan,Buner,Pir Baba/ Gadaizi,448.8340882,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1642,Population_exposed_landslides,Mardan,Buner,Totalai,40.3863827,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1643,Population_exposed_landslides,Peshawar,Charsadda,Charsadda,0,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1644,Population_exposed_landslides,Peshawar,Charsadda,Tangi,0,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1645,Population_exposed_landslides,Malakand,Chitral,Chitral,1419.352616,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1646,Population_exposed_landslides,Malakand,Chitral,Mastuj,1014.232834,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1647,Population_exposed_landslides,Dera Ismail Khan,Dera Ismail Khan,Daraban,0,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1648,Population_exposed_landslides,Dera Ismail Khan,Dera Ismail Khan,Dera Ismail Khan,73.45322455,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1649,Population_exposed_landslides,Dera Ismail Khan,Dera Ismail Khan,Kulachi,0,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1650,Population_exposed_landslides,Dera Ismail Khan,Dera Ismail Khan,Paharpur,134.1211646,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1651,Population_exposed_landslides,Bannu,FR Bannu,Wazir,0.332651854,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1652,Population_exposed_landslides,Dera Ismail Khan,FR Dera Ismail Khan,Drazanda,189.1555483,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1653,Population_exposed_landslides,Kohat,FR Kohat,Darra Adam Khel,0,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1654,Population_exposed_landslides,Bannu,FR Lakki Marwat,Bettani,23.57729918,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1655,Population_exposed_landslides,Peshawar,FR Peshawar,Hassan Khel,0,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1656,Population_exposed_landslides,Dera Ismail Khan,FR Tank,Jandola,65.28554632,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1657,Population_exposed_landslides,Kohat,Hangu,Hangu,4.316889286,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1658,Population_exposed_landslides,Kohat,Hangu,Tall,12.17645359,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1659,Population_exposed_landslides,Hazara,Haripur,Ghazi,211.9627875,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1660,Population_exposed_landslides,Hazara,Haripur,Haripur,359.2287297,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1661,Population_exposed_landslides,Kohat,Karak,Banda Daud Shah,12.51412737,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1662,Population_exposed_landslides,Kohat,Karak,Karak,11.47512209,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1663,Population_exposed_landslides,Kohat,Karak,Takht E Nasrati,402.4881967,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1664,Population_exposed_landslides,F.A.T.A.,Khyber,Bara,1.498297334,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1665,Population_exposed_landslides,F.A.T.A.,Khyber,Jamrud,52.78262621,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1666,Population_exposed_landslides,F.A.T.A.,Khyber,Landi Kotal,203.0663644,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1667,Population_exposed_landslides,Kohat,Kohat,Kohat,0,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1668,Population_exposed_landslides,Kohat,Kohat,Lachi,5.85621345,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1669,Population_exposed_landslides,Hazara,Kohistan,Dassu,2746.343166,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1670,Population_exposed_landslides,Hazara,Kohistan,Palas,4238.381676,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1671,Population_exposed_landslides,Hazara,Kohistan,Pattan,555.3979853,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1672,Population_exposed_landslides,F.A.T.A.,Kurram,Central Kurram,6.358488441,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1673,Population_exposed_landslides,F.A.T.A.,Kurram,Lower Kurram,16.16454166,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1674,Population_exposed_landslides,F.A.T.A.,Kurram,Upper Kurram,406.4674548,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1675,Population_exposed_landslides,Bannu,Lakki Marwat,Lakki Marwat,111.7818565,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1676,Population_exposed_landslides,Bannu,Lakki Marwat,Sarai Naurang,0,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1677,Population_exposed_landslides,Malakand,Lower Dir,Samar Bagh,415.3792713,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1678,Population_exposed_landslides,Malakand,Lower Dir,Timergara,1474.66742,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1679,Population_exposed_landslides,Malakand,Malakand PA,Sam Ranizai,58.47866511,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1680,Population_exposed_landslides,Malakand,Malakand PA,Swat Ranizai,965.7603384,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1681,Population_exposed_landslides,Hazara,Mansehra,Balakot,2823.056418,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1682,Population_exposed_landslides,Hazara,Mansehra,Mansehra,3125.669345,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1683,Population_exposed_landslides,Hazara,Mansehra,Oghi,1610.316478,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1684,Population_exposed_landslides,Mardan,Mardan,Katlang,43.73693323,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1685,Population_exposed_landslides,Mardan,Mardan,Mardan,102.1574965,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1686,Population_exposed_landslides,Mardan,Mardan,Takht Bhai,96.27016068,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1687,Population_exposed_landslides,F.A.T.A.,Mohmand,Ambar Utman Khel,187.1476643,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1688,Population_exposed_landslides,F.A.T.A.,Mohmand,Halimzai,39.45635372,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1689,Population_exposed_landslides,F.A.T.A.,Mohmand,Pindiali,206.2749679,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1690,Population_exposed_landslides,F.A.T.A.,Mohmand,Prang Ghar,42.09730472,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1691,Population_exposed_landslides,F.A.T.A.,Mohmand,Safi,294.0632006,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1692,Population_exposed_landslides,F.A.T.A.,Mohmand,Upper Momand,379.4171824,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1693,Population_exposed_landslides,F.A.T.A.,Mohmand,Yaka Ghund,8.411975741,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
